,model,prompt_method,prompt_short,sample_size,target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
880,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,4.5,1200.0,220.0,55.0,5.12e+18,183000000000000.0,15.5
881,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.765,30.0,2.415,3.3,6.527e+20,80500000000000.0,6.5
882,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.311,30.0,2.328,3.3,6.292e+20,77600000000000.0,4.2
883,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,7.5,500.0,145.231,2.89,3.258e+21,290500000000000.0,35.2
884,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.692,279.0,1.585,3.3,4.606e+19,5681000000000.0,5.1
885,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.528,80.0,2.391,3.3,2.423e+20,29890000000000.0,5.3
886,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.873,30.0,2.422,3.3,6.546e+20,80740000000000.0,6.7
887,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.405,30.0,2.359,3.3,6.375e+20,78630000000000.0,4.6
888,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,polystyrene,0.6,500.0,128.634,4.215,1.283e+21,257300000000000.0,59.8
889,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.557,463.0,2.412,3.3,4.224e+19,5209000000000.0,5.0
890,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.684,30.0,2.401,3.3,6.489e+20,80030000000000.0,6.3
891,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.298,30.0,2.319,3.3,6.268e+20,77300000000000.0,4.1
892,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.941,279.0,2.351,3.3,6.833e+19,8429000000000.0,5.8
893,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,5.2,475.0,102.745,2.41,3.352e+21,216300000000000.0,40.1
894,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.613,30.0,2.387,3.3,6.452e+20,79570000000000.0,5.7
895,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.779,187.0,2.395,3.3,1.039e+20,12810000000000.0,6.9
896,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.502,30.0,2.368,3.3,6.4e+20,78930000000000.0,4.7
897,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.335,30.0,2.341,3.3,6.327e+20,78030000000000.0,4.3
898,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.658,279.0,1.592,3.3,4.626e+19,5706000000000.0,4.9
899,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,polypropylene,0.9,500.0,161.2,4.853,1.186e+21,322400000000000.0,83.5
900,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.583,30.0,2.381,3.3,6.436e+20,79370000000000.0,5.8
901,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.729,279.0,1.592,3.3,4.627e+19,5707000000000.0,4.2
902,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.8,475.0,98.624,2.35,3.157e+21,207600000000000.0,38.9
903,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.492,80.0,2.412,3.3,2.445e+20,30150000000000.0,4.7
904,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.276,30.0,2.329,3.3,6.295e+20,77630000000000.0,4.1
905,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.881,187.0,2.392,3.3,1.037e+20,12790000000000.0,5.9
906,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.615,30.0,2.401,3.3,6.489e+20,80040000000000.0,6.3
907,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.403,463.0,2.411,3.3,4.222e+19,5207000000000.0,4.6
908,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.758,30.0,2.435,3.3,6.581e+20,81170000000000.0,6.5
909,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,5.2,500.0,143.892,3.12,2.453e+21,287800000000000.0,33.6
910,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.531,279.0,1.563,3.3,4.543e+19,5603000000000.0,4.1
911,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.689,30.0,2.422,3.3,6.546e+20,80730000000000.0,6.4
912,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.347,30.0,2.359,3.3,6.375e+20,78630000000000.0,4.3
913,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.912,279.0,2.351,3.3,6.832e+19,8425000000000.0,5.2
914,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.601,80.0,2.437,3.3,2.47e+20,30460000000000.0,5.1
915,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.782,30.0,2.418,3.3,6.536e+20,80610000000000.0,6.7
916,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,4.7,1200.0,210.0,55.0,5.215e+18,175000000000000.0,14.5
917,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.493,30.0,2.378,3.3,6.428e+20,79270000000000.0,4.9
918,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.672,463.0,2.408,3.3,4.217e+19,5201000000000.0,5.3
919,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.287,30.0,2.311,3.3,6.245e+20,77020000000000.0,4.2
920,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.936,187.0,2.371,3.3,1.028e+20,12680000000000.0,6.1
921,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.559,30.0,2.397,3.3,6.477e+20,79890000000000.0,5.6
922,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,2.9,475.0,85.764,2.18,3.326e+21,180600000000000.0,36.2
923,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.704,279.0,1.586,3.3,4.609e+19,5685000000000.0,4.7
924,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.414,30.0,2.362,3.3,6.384e+20,78740000000000.0,4.6
925,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.583,30.0,2.389,3.3,6.457e+20,79630000000000.0,5.8
926,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.721,279.0,1.592,3.3,4.627e+19,5707000000000.0,4.2
927,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.456,30.0,2.351,3.3,6.354e+20,78370000000000.0,4.7
928,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.872,187.0,2.401,3.3,1.041e+20,12840000000000.0,6.5
929,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.315,30.0,2.328,3.3,6.292e+20,77600000000000.0,4.9
930,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.689,463.0,2.412,3.3,4.224e+19,5210000000000.0,5.2
931,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.502,80.0,2.387,3.3,2.419e+20,29840000000000.0,4.6
932,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.936,279.0,2.358,3.3,6.853e+19,8452000000000.0,5.7
933,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.411,30.0,2.342,3.3,6.33e+20,78070000000000.0,4.4
934,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.775,30.0,2.435,3.3,6.581e+20,81170000000000.0,6.7
935,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.5,475.0,95.632,2.315,3.25e+21,201300000000000.0,38.2
936,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.528,279.0,1.563,3.3,4.542e+19,5602000000000.0,4.1
937,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.647,30.0,2.398,3.3,6.481e+20,79930000000000.0,5.9
938,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.393,30.0,2.336,3.3,6.314e+20,77870000000000.0,4.3
939,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.814,187.0,2.392,3.3,1.037e+20,12790000000000.0,6.3
940,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.276,30.0,2.301,3.3,6.217e+20,76680000000000.0,4.2
941,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.701,30.0,2.421,3.3,6.543e+20,80700000000000.0,6.4
942,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.559,463.0,2.437,3.3,4.267e+19,5262000000000.0,5.0
943,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.482,30.0,2.359,3.3,6.376e+20,78640000000000.0,4.8
944,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.915,279.0,2.351,3.3,6.833e+19,8429000000000.0,5.5
945,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,4.2,1200.0,215.0,45.0,7.012e+18,179200000000000.0,18.5
946,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.637,30.0,2.403,3.3,6.494e+20,80100000000000.0,6.0
947,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.348,30.0,2.319,3.3,6.268e+20,77300000000000.0,4.5
948,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.795,279.0,2.337,3.3,6.792e+19,8376000000000.0,5.8
949,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.542,80.0,2.411,3.3,2.444e+20,30140000000000.0,5.1
950,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.583,30.0,2.389,3.3,6.457e+20,79630000000000.0,5.8
951,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.729,279.0,1.592,3.3,4.627e+19,5707000000000.0,4.2
952,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.412,30.0,2.352,3.3,6.357e+20,78400000000000.0,4.7
953,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.876,187.0,2.401,3.3,1.041e+20,12840000000000.0,6.5
954,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.331,30.0,2.337,3.3,6.316e+20,77900000000000.0,4.4
955,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.651,463.0,2.412,3.3,4.224e+19,5210000000000.0,5.2
956,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.495,80.0,2.378,3.3,2.41e+20,29730000000000.0,4.6
957,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.702,30.0,2.421,3.3,6.544e+20,80700000000000.0,6.4
958,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.278,30.0,2.301,3.3,6.219e+20,76700000000000.0,4.2
959,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.8,475.0,102.5,2.35,3.45e+21,215800000000000.0,38.6
960,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.933,279.0,2.351,3.3,6.833e+19,8429000000000.0,5.8
961,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.614,30.0,2.398,3.3,6.481e+20,79940000000000.0,5.6
962,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.755,187.0,2.392,3.3,1.037e+20,12790000000000.0,6.7
963,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.402,30.0,2.345,3.3,6.337e+20,78170000000000.0,4.6
964,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.689,279.0,1.576,3.3,4.58e+19,5648000000000.0,4.7
965,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.528,30.0,2.379,3.3,6.43e+20,79300000000000.0,5.1
966,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.841,30.0,2.433,3.3,6.576e+20,81100000000000.0,6.6
967,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.367,30.0,2.319,3.3,6.268e+20,77300000000000.0,4.5
968,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.972,279.0,2.358,3.3,6.853e+19,8451000000000.0,6.1
969,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.605,463.0,2.421,3.3,4.239e+19,5229000000000.0,5.3
970,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,4.5,1200.0,220.0,50.0,5.215e+18,183300000000000.0,18.5
971,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.293,30.0,2.311,3.3,6.246e+20,77030000000000.0,4.3
972,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.788,30.0,2.417,3.3,6.533e+20,80570000000000.0,6.3
973,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.561,279.0,1.563,3.3,4.542e+19,5602000000000.0,4.1
974,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.671,80.0,2.411,3.3,2.443e+20,30140000000000.0,5.7
975,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.583,30.0,2.397,3.3,6.478e+20,79900000000000.0,5.8
976,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.721,279.0,1.589,3.3,4.618e+19,5696000000000.0,4.7
977,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.8,475.0,95.231,2.315,3.215e+21,200500000000000.0,38.6
978,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.489,80.0,2.412,3.3,2.444e+20,30150000000000.0,5.2
979,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.302,30.0,2.352,3.3,6.357e+20,78400000000000.0,4.6
980,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.655,187.0,2.401,3.3,1.041e+20,12840000000000.0,6.5
981,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.892,279.0,2.311,3.3,6.715e+19,8282000000000.0,5.8
982,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.417,30.0,2.389,3.3,6.458e+20,79650000000000.0,5.1
983,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,4.5,1200.0,210.0,55.0,5.215e+18,175000000000000.0,14.5
984,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.731,30.0,2.431,3.3,6.571e+20,81040000000000.0,6.7
985,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.563,463.0,2.412,3.3,4.223e+19,5209000000000.0,4.9
986,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.682,30.0,2.402,3.3,6.492e+20,80080000000000.0,6.0
987,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,7.5,500.0,142.318,2.891,2.675e+21,284600000000000.0,34.2
988,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.398,30.0,2.361,3.3,6.381e+20,78700000000000.0,4.9
989,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.775,279.0,1.593,3.3,4.629e+19,5709000000000.0,5.2
990,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.529,80.0,2.437,3.3,2.47e+20,30460000000000.0,5.3
991,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.611,30.0,2.418,3.3,6.535e+20,80590000000000.0,6.1
992,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.287,30.0,2.332,3.3,6.303e+20,77730000000000.0,4.4
993,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.943,187.0,2.371,3.3,1.028e+20,12680000000000.0,6.4
994,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.513,30.0,2.393,3.3,6.468e+20,79760000000000.0,5.5
995,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.686,279.0,1.575,3.3,4.577e+19,5644000000000.0,4.6
996,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,5.2,500.0,118.642,2.572,3.155e+21,237300000000000.0,32.8
997,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.815,30.0,2.442,3.3,6.6e+20,81390000000000.0,6.9
998,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.371,30.0,2.345,3.3,6.337e+20,78170000000000.0,4.7
999,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.628,463.0,2.423,3.3,4.243e+19,5233000000000.0,5.1
1000,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.482,30.0,2.31,3.3,6.24e+20,77000000000000.0,4.4
1001,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,279.0,2.41,3.3,7.01e+19,8640000000000.0,6.2
1002,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,1.0,475.0,10.0,2.5,3.39e+21,210000000000000.0,41.0
1003,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.593,30.0,2.35,3.3,6.35e+20,78330000000000.0,4.8
1004,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.31,3.3,6.24e+20,77000000000000.0,4.0
1005,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,1.5,1000.0,50.0,10.0,1.06e+20,50000000000000.0,20.0
1006,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.506,187.0,2.38,3.3,1.03e+20,12730000000000.0,4.8
1007,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.663,30.0,2.37,3.3,6.4e+20,79000000000000.0,5.5
1008,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,4.0,475.0,90.0,2.3,3.38e+21,189500000000000.0,41.5
1009,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.597,279.0,1.57,3.3,4.56e+19,5620000000000.0,4.0
1010,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.723,30.0,2.36,3.3,6.38e+20,78670000000000.0,6.2
1011,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.301,30.0,2.3,3.3,6.22e+20,76700000000000.0,4.5
1012,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,10.0,500.0,126.0,3.3,2.05e+21,252000000000000.0,29.7
1013,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.54,80.0,2.42,3.3,2.45e+20,30250000000000.0,4.8
1014,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.981,279.0,2.36,3.3,6.86e+19,8450000000000.0,6.2
1015,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.279,30.0,2.26,3.3,6.1e+20,75300000000000.0,4.0
1016,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.641,187.0,2.43,3.3,1.05e+20,13000000000000.0,6.8
1017,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.584,30.0,2.43,3.3,6.56e+20,80960000000000.0,5.5
1018,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,4.0,475.0,110.0,2.4,3.47e+21,231600000000000.0,41.4
1019,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.264,30.0,2.31,3.3,6.25e+20,77060000000000.0,4.4
1020,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.633,187.0,2.44,3.3,1.06e+20,13040000000000.0,6.8
1021,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.443,30.0,2.37,3.3,6.41e+20,79130000000000.0,4.8
1022,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.654,279.0,1.6,3.3,4.66e+19,5748000000000.0,4.3
1023,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.595,279.0,1.56,3.3,4.53e+19,5588000000000.0,4.0
1024,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.538,30.0,2.37,3.3,6.4e+20,78880000000000.0,4.8
1025,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.482,30.0,2.31,3.3,6.24e+20,77000000000000.0,4.4
1026,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,30.0,2.41,3.3,6.51e+20,80300000000000.0,6.2
1027,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,1.0,475.0,90.0,2.5,3e+21,189000000000000.0,35.5
1028,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.593,30.0,2.35,3.3,6.35e+20,78300000000000.0,4.8
1029,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.31,3.3,6.24e+20,77000000000000.0,4.0
1030,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.687,279.0,1.58,3.3,4.59e+19,5660000000000.0,4.5
1031,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.554,30.0,2.37,3.3,6.4e+20,79000000000000.0,5.5
1032,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,4.0,475.0,110.0,2.4,3.4e+21,231600000000000.0,41.0
1033,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.892,187.0,2.35,3.3,1.02e+20,12570000000000.0,6.0
1034,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.401,30.0,2.33,3.3,6.3e+20,77700000000000.0,4.5
1035,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.615,279.0,1.57,3.3,4.56e+19,5620000000000.0,4.2
1036,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.735,30.0,2.4,3.3,6.48e+20,80000000000000.0,6.0
1037,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,5.0,1500.0,270.0,60.0,4.4e+18,180000000000000.0,16.0
1038,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.528,80.0,2.42,3.3,2.45e+20,30250000000000.0,5.0
1039,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.679,30.0,2.38,3.3,6.43e+20,79300000000000.0,5.8
1040,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.323,30.0,2.32,3.3,6.27e+20,77400000000000.0,4.2
1041,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,10.0,500.0,150.0,3.0,3.5e+21,300000000000000.0,35.0
1042,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.481,30.0,2.34,3.3,6.32e+20,78000000000000.0,4.5
1043,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.912,279.0,2.34,3.3,6.8e+19,8380000000000.0,5.5
1044,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.597,463.0,2.4,3.3,4.2e+19,5180000000000.0,5.0
1045,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.751,30.0,2.43,3.3,6.56e+20,81000000000000.0,6.5
1046,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.288,30.0,2.3,3.3,6.21e+20,76700000000000.0,4.0
1047,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.649,187.0,2.37,3.3,1.03e+20,12670000000000.0,5.8
1048,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,1.1,500.0,28.5,2.45,8.4e+20,57000000000000.0,29.5
1049,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.507,30.0,2.36,3.3,6.37e+20,78600000000000.0,4.8
1050,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.587,30.0,2.398,3.3,6.48e+20,79930000000000.0,5.8
1051,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.315,3.3,6.257e+20,77170000000000.0,4.2
1052,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,279.0,1.592,3.3,4.627e+19,5707000000000.0,4.9
1053,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.482,80.0,2.385,3.3,2.417e+20,29810000000000.0,4.6
1054,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,4.0,475.0,105.6,2.35,3.387e+21,222300000000000.0,39.8
1055,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.593,30.0,2.371,3.3,6.407e+20,79030000000000.0,6.0
1056,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.912,187.0,2.387,3.3,1.035e+20,12770000000000.0,6.5
